league,season,game,jersey_number,player,team,is_starter,position,minutes_played,date,home_team,away_team,opponent_1,opponent,position_mode,is_oop,all_positions,most_common_position,position_1,position_2,position_3,position_4
ENG-Premier League,2324,Burnley-Brentford,25,Zeki Amdouni,Burnley,False,FW,21,2024-03-16,Burnley,Brentford,Brentford,Brentford,FW,False,"FW,CF,AM,LW,RF,AMC",FW,FW,,,
ENG-Premier League,2324,Burnley-Brentford,1,Mark Flekken,Brentford,True,GK,90,2024-03-16,Burnley,Brentford,Burnley,Burnley,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Burnley-Brentford,8,Mathias Jensen,Brentford,True,CM,79,2024-03-16,Burnley,Brentford,Burnley,Burnley,CM,False,"CM,LM,CM,RM,RM,CM,LM",CM,CM,,,
ENG-Premier League,2324,Burnley-Brentford,11,Yoane Wissa,Brentford,True,FW,78,2024-03-16,Burnley,Brentford,Burnley,Burnley,FW,False,"FW,LW,LF,AMC,RW",FW,FW,,,
ENG-Premier League,2324,Burnley-Brentford,12,Sergio Reguilon,Brentford,True,WB,7,2024-03-16,Burnley,Brentford,Burnley,Burnley,WB,False,"WB,LB",WB,WB,,,
ENG-Premier League,2324,Burnley-Brentford,13,Mathias Jorgensen,Brentford,True,CB,90,2024-03-16,Burnley,Brentford,Burnley,Burnley,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Burnley-Brentford,15,Frank Onyeka,Brentford,True,CM,58,2024-03-16,Burnley,Brentford,Burnley,Burnley,CM,False,"CM,RM,WB",CM,CM,,,
ENG-Premier League,2324,Burnley-Brentford,17,Ivan Toney,Brentford,True,FW,90,2024-03-16,Burnley,Brentford,Burnley,Burnley,FW,False,FW,FW,FW,,,
ENG-Premier League,2324,Burnley-Brentford,20,Kristoffer Ajer,Brentford,True,CB,90,2024-03-16,Burnley,Brentford,Burnley,Burnley,CB,False,"CB,RB,CB,RM,WB,CM",CB,CB,,,
ENG-Premier League,2324,Burnley-Brentford,22,Nathan Collins,Brentford,True,CB,90,2024-03-16,Burnley,Brentford,Burnley,Burnley,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Burnley-Brentford,27,Vitaly Janelt,Brentford,True,CM,79,2024-03-16,Burnley,Brentford,Burnley,Burnley,CM,False,"CM,RM,CM,LM,LM,CM,DM,LB,WB,CB",CM,CM,,,
ENG-Premier League,2324,Burnley-Brentford,30,Mads Roerslev,Brentford,True,WB,58,2024-03-16,Burnley,Brentford,Burnley,Burnley,WB,False,"RB,LB,RB,WB,CB,LB",RB,WB,,,
ENG-Premier League,2324,Burnley-Brentford,21,Thomas Strakosha,Brentford,False,GK,0,2024-03-16,Burnley,Brentford,Burnley,Burnley,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Burnley-Brentford,7,Neal Maupay,Brentford,False,CM,11,2024-03-16,Burnley,Brentford,Burnley,Burnley,FW,True,"FW,CM,WB",FW,CM,,,
ENG-Premier League,2324,Burnley-Brentford,14,Saman Ghoddos,Brentford,False,WB,0,2024-03-16,Burnley,Brentford,Burnley,Burnley,WB,False,"WB,CM,WB,RB,CM,RM,LW,LB,RB,RB,LB,LB,RB,LM",RB,WB,,,
ENG-Premier League,2324,Burnley-Brentford,19,Bryan Mbeumo,Brentford,False,FW,12,2024-03-16,Burnley,Brentford,Burnley,Burnley,FW,False,"FW,RF,RW,AMR,FW,RB,RW,WB",FW,FW,,,
ENG-Premier League,2324,Burnley-Brentford,23,Keane Lewis-Potter,Brentford,False,WB,32,2024-03-16,Burnley,Brentford,Burnley,Burnley,WB,False,"WB,AML,LW,LF,LB,LW,CM,RW,CM,FW",LW,WB,,,
ENG-Premier League,2324,Burnley-Brentford,24,Mikkel Damsgaard,Brentford,False,CM,0,2024-03-16,Burnley,Brentford,Burnley,Burnley,CM,False,"CM,FW,LM,RM,LM,CM,WB,RM",CM,CM,,,
ENG-Premier League,2324,Burnley-Brentford,26,Shandon Baptiste,Brentford,False,CM,11,2024-03-16,Burnley,Brentford,Burnley,Burnley,CM,False,"CM,LM,FW",CM,CM,,,
ENG-Premier League,2324,Burnley-Brentford,33,Yehor Yarmoliuk,Brentford,False,CM,32,2024-03-16,Burnley,Brentford,Burnley,Burnley,CM,False,"CM,LM,RM,RM,CM",CM,CM,,,
ENG-Premier League,2324,Fulham-Tottenham,17,Bernd Leno,Fulham,True,GK,90,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Fulham-Tottenham,3,Calvin Bassey,Fulham,True,CB,90,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,CB,False,"CB,LW",CB,CB,,,
ENG-Premier League,2324,Fulham-Tottenham,4,Tosin Adarabioyo,Fulham,True,CB,90,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,CB,False,"CB,LW",CB,CB,,,
ENG-Premier League,2324,Fulham-Tottenham,18,Andreas Pereira,Fulham,True,AM,71,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,AM,False,"LM,RM,AM,AML",LM,AM,,,
ENG-Premier League,2324,Fulham-Tottenham,19,Rodrigo Muniz,Fulham,True,FW,63,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,FW,False,"FW,AM",FW,FW,,,
ENG-Premier League,2324,Fulham-Tottenham,20,Willian,Fulham,True,LW,90,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,LW,False,"LW,LM,AML,WB,RW",LW,LW,,,
ENG-Premier League,2324,Fulham-Tottenham,21,Timothy Castagne,Fulham,True,RB,81,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,RB,False,"RB,LB,WB",RB,RB,,,
ENG-Premier League,2324,Fulham-Tottenham,22,Alex Iwobi,Fulham,True,RW,81,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,LW,True,"LM,RM,RM,LM,RW,AM,AM,DM,LW,DM,AM,LW,DM,AMR,LW,RW,RW,LW,LF,LW,AML,RW,DM",LW,RW,,,
ENG-Premier League,2324,Fulham-Tottenham,26,Joao Palhinha,Fulham,True,DM,90,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,DM,False,"CM,CB,DM",CM,DM,,,
ENG-Premier League,2324,Fulham-Tottenham,28,Sasa Lukic,Fulham,True,DM,81,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,DM,False,"CM,RM,LM,DM",CM,DM,,,
ENG-Premier League,2324,Fulham-Tottenham,33,Antonee Robinson,Fulham,True,LB,90,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,LB,False,LB,LB,LB,,,
ENG-Premier League,2324,Fulham-Tottenham,2,Kenny Tete,Fulham,False,RB,9,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,RB,False,RB,RB,RB,,,
ENG-Premier League,2324,Fulham-Tottenham,6,Harrison Reed,Fulham,False,DM,9,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,DM,False,"RM,RM,CM,CM,DM",RM,DM,,,
ENG-Premier League,2324,Fulham-Tottenham,7,Raul Jimenez,Fulham,False,FW,27,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,FW,False,"FW,AML,CB,AM",FW,FW,,,
ENG-Premier League,2324,Fulham-Tottenham,8,Harry Wilson,Fulham,False,AM,19,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,RW,True,"RW,AMR,LW,AM",RW,AM,,,
ENG-Premier League,2324,Fulham-Tottenham,10,Tom Cairney,Fulham,False,DM,0,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,DM,False,"LM,DM,LM,CM,RM,LW,DM,AM,CM,RW",LM,DM,,,
ENG-Premier League,2324,Fulham-Tottenham,11,Adama Traore,Fulham,False,LW,0,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,LW,False,"RB,RW,CM,RW,LW,AM,DM,WB,CM",RW,LW,,,
ENG-Premier League,2324,Fulham-Tottenham,13,Tim Ream,Fulham,False,CB,0,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Fulham-Tottenham,14,Bobby Reid,Fulham,False,RW,9,2024-03-16,Fulham,Tottenham,Tottenham,Tottenham,RW,False,"LW,RW,LW,RW,AMR,AM,DM",LW,RW,,,
ENG-Premier League,2324,Fulham-Tottenham,13,Guglielmo Vicario,Tottenham,True,GK,90,2024-03-16,Fulham,Tottenham,Fulham,Fulham,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Fulham-Tottenham,6,Radu Dragusin,Tottenham,True,CB,90,2024-03-16,Fulham,Tottenham,Fulham,Fulham,CB,False,"CB,RM,DM,CB",CB,CB,,,
ENG-Premier League,2324,Fulham-Tottenham,7,Son Heung-min,Tottenham,True,FW,86,2024-03-16,Fulham,Tottenham,Fulham,Fulham,FW,False,"LW,LF,FW,FW,AM,CM,CF,LW,LM,CM",LW,FW,,,
ENG-Premier League,2324,Fulham-Tottenham,8,Yves Bissouma,Tottenham,True,DM,65,2024-03-16,Fulham,Tottenham,Fulham,Fulham,DM,False,"DM,CM",DM,DM,,,
ENG-Premier League,2324,Fulham-Tottenham,10,James Maddison,Tottenham,True,AM,65,2024-03-16,Fulham,Tottenham,Fulham,Fulham,AM,False,"AM,CM",AM,AM,,,
ENG-Premier League,2324,Fulham-Tottenham,17,Cristian Romero,Tottenham,True,CB,90,2024-03-16,Fulham,Tottenham,Fulham,Fulham,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Fulham-Tottenham,21,Dejan Kulusevski,Tottenham,True,"RW,RM,AM",90,2024-03-16,Fulham,Tottenham,Fulham,Fulham,RW,True,"RW,AMR,RF,AM,RW,RM,CM,AM,RW,DM,LM,RW,RM,AM,LW",RW,RW,RM,AM,
ENG-Premier League,2324,Fulham-Tottenham,22,Brennan Johnson,Tottenham,True,"LW,RW",79,2024-03-16,Fulham,Tottenham,Fulham,Fulham,RW,True,"RF,RW,AM,LW,LW,RW,RW,LW,LM,DM,LW,RW,RW,LW,AMR,RW,FW,LW",RW,LW,RW,,
ENG-Premier League,2324,Fulham-Tottenham,23,Pedro Porro,Tottenham,True,RB,90,2024-03-16,Fulham,Tottenham,Fulham,Fulham,RB,False,"RB,WB",RB,RB,,,
ENG-Premier League,2324,Fulham-Tottenham,29,Pape Matar Sarr,Tottenham,True,DM,65,2024-03-16,Fulham,Tottenham,Fulham,Fulham,DM,False,"DM,DM,RM,DM,RM,LM,LM,CM,DM,AM,RM,DM,CM,RM",DM,DM,,,
ENG-Premier League,2324,Fulham-Tottenham,38,Destiny Udogie,Tottenham,True,LB,90,2024-03-16,Fulham,Tottenham,Fulham,Fulham,LB,False,"LB,WB",LB,LB,,,
ENG-Premier League,2324,Fulham-Tottenham,4,Oliver Skipp,Tottenham,False,DM,0,2024-03-16,Fulham,Tottenham,Fulham,Fulham,DM,False,"DM,LM,RW,CM,LM,DM,AM,RW,DM,RW,RM,DM,CM,RM",DM,DM,,,
ENG-Premier League,2324,Fulham-Tottenham,5,Pierre Hojbjerg,Tottenham,False,CM,25,2024-03-16,Fulham,Tottenham,Fulham,Fulham,DM,True,"DM,DM,RM,CB,LM,CB,LM,RM,FW,LM,CM,DM,LM,CM,RM,CM",LM,CM,,,
ENG-Premier League,2324,Fulham-Tottenham,9,Richarlison,Tottenham,False,FW,11,2024-03-16,Fulham,Tottenham,Fulham,Fulham,FW,False,"FW,LF,LW,FW,DM",FW,FW,,,
ENG-Premier League,2324,Fulham-Tottenham,12,Emerson,Tottenham,False,RB,0,2024-03-16,Fulham,Tottenham,Fulham,Fulham,RB,False,"RB,CB,LB,LW",RB,RB,,,
ENG-Premier League,2324,Fulham-Tottenham,16,Timo Werner,Tottenham,False,AML,25,2024-03-16,Fulham,Tottenham,Fulham,Fulham,LW,True,"LW,LF,AML",LW,AML,,,
ENG-Premier League,2324,Fulham-Tottenham,18,Giovani Lo Celso,Tottenham,False,FW,4,2024-03-16,Fulham,Tottenham,Fulham,Fulham,AM,True,"AM,CM,DM,DM,AM,AML,RM,RM,CM,FW,LM,CM,RW",CM,FW,,,
ENG-Premier League,2324,Fulham-Tottenham,30,Rodrigo Bentancur,Tottenham,False,CM,25,2024-03-16,Fulham,Tottenham,Fulham,Fulham,DM,True,"LW,RM,LM,DM,CM,DM,AM,RM,CM",RM,CM,,,
ENG-Premier League,2324,Fulham-Tottenham,33,Ben Davies,Tottenham,False,CB,0,2024-03-16,Fulham,Tottenham,Fulham,Fulham,CB,False,"CB,LB",CB,CB,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,24,Thomas Kaminski,Luton,True,GK,90,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,6,Ross Barkley,Luton,True,CM,90,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,CM,False,"CM,CB",CM,CM,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,7,Chiedozie Ogbene,Luton,True,WB,90,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,WB,False,"CB,LW,RB,AMC,LW,RM,AM,LM,RM,LM,CM,WB",LW,WB,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,9,Carlton Morris,Luton,True,FW,90,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,FW,False,"FW,RF,AM",FW,FW,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,12,Issa Kabore,Luton,True,CB,90,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,WB,True,"WB,RB,RM,CB",WB,CB,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,14,Tahith Chong,Luton,True,WB,90,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,AM,True,"CM,AM,LM,WB,LW",CM,WB,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,15,Teden Mengi,Luton,True,CB,90,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,16,Reece Burke,Luton,True,CB,90,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,CB,False,"CB,RB",CB,CB,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,17,Pelly Ruddock Mpanzu,Luton,True,CM,59,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,CM,False,"CM,RM,CM,AM,CB,LM",CM,CM,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,18,Jordan Clark,Luton,True,AM,84,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,AM,False,"AM,CM,DM,RM,AM,CM,RM",AM,AM,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,45,Alfie Doughty,Luton,True,WB,45,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,WB,False,"WB,RM,RB,RB,LB,LF,LM,LB,RM,LB",LB,WB,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,8,Luke Berry,Luton,False,AM,6,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,CM,True,"CM,RM,WB,AM,RW",CM,AM,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,10,Cauley Woodrow,Luton,False,AM,45,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,FW,True,"CM,FW,RW,WB,AM,CB,LB,LW",CM,AM,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,27,Daiki Hashioka,Luton,False,CB,0,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,CB,False,"CB,WB",CB,CB,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,30,Andros Townsend,Luton,False,CM,31,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,AM,True,"RM,AM,AMR,RW,CB,FW,CM",RM,CM,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,43,Zack Nelson,Luton,False,AM,0,2024-03-16,Luton,Nottingham Forest,Nottingham Forest,Nottingham Forest,AM,False,"AM,WB",AM,AM,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,26,Matz Sels,Nottingham Forest,True,GK,90,2024-03-16,Luton,Nottingham Forest,Luton,Luton,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,6,Ibrahim Sangare,Nottingham Forest,True,DM,90,2024-03-16,Luton,Nottingham Forest,Luton,Luton,DM,False,"DM,CM,RM,LM",DM,DM,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,7,Neco Williams,Nottingham Forest,True,RB,90,2024-03-16,Luton,Nottingham Forest,Luton,Luton,RB,False,"LM,LB,RB,RW,LB,WB,RM,RB,RW,RB",RB,RB,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,10,Morgan Gibbs-White,Nottingham Forest,True,CF,81,2024-03-16,Luton,Nottingham Forest,Luton,Luton,AM,True,"AML,AM,AMR,RW,RW,LW,RM,FW,CF,CM,LW,CM,DM,AM",AM,CF,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,11,Chris Wood,Nottingham Forest,True,FW,74,2024-03-16,Luton,Nottingham Forest,Luton,Luton,FW,False,FW,FW,FW,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,15,Harry Toffolo,Nottingham Forest,True,LB,90,2024-03-16,Luton,Nottingham Forest,Luton,Luton,LB,False,"LB,WB,LM,LB",LB,LB,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,21,Anthony Elanga,Nottingham Forest,True,"LW,RM",90,2024-03-16,Luton,Nottingham Forest,Luton,Luton,RW,True,"RW,LW,CM,AM,WB,LF,AML,LM,FW,RF,AMR,LW,RM",LW,LW,RM,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,22,Ryan Yates,Nottingham Forest,True,DM,90,2024-03-16,Luton,Nottingham Forest,Luton,Luton,DM,False,"CM,DM,CB,RM,LM,LM,DM,CM,RM,DM,AM",DM,DM,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,27,Divock Origi,Nottingham Forest,True,RW,74,2024-03-16,Luton,Nottingham Forest,Luton,Luton,RW,False,"LW,AM,FW,LB,RW",LW,RW,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,30,Willy Boly,Nottingham Forest,True,CB,90,2024-03-16,Luton,Nottingham Forest,Luton,Luton,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,40,Murillo,Nottingham Forest,True,CB,90,2024-03-16,Luton,Nottingham Forest,Luton,Luton,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,1,Matt Turner,Nottingham Forest,False,GK,0,2024-03-16,Luton,Nottingham Forest,Luton,Luton,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,8,Cheikhou Kouyate,Nottingham Forest,False,CM,0,2024-03-16,Luton,Nottingham Forest,Luton,Luton,CM,False,"CM,DM,AM,RM,LM",CM,CM,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,14,Callum Hudson-Odoi,Nottingham Forest,False,LM,16,2024-03-16,Luton,Nottingham Forest,Luton,Luton,LW,True,"LW,WB,CM,RW,RW,CM,DM,LM",CM,LM,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,16,Nicolas Dominguez,Nottingham Forest,False,FW,9,2024-03-16,Luton,Nottingham Forest,Luton,Luton,DM,True,"DM,LM,CM,DM,LM,RM,CM,AM,AML,LW,AMR,FW,RW",DM,FW,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,18,Felipe,Nottingham Forest,False,CB,16,2024-03-16,Luton,Nottingham Forest,Luton,Luton,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,20,Gio Reyna,Nottingham Forest,False,AM,0,2024-03-16,Luton,Nottingham Forest,Luton,Luton,AM,False,"RW,AM,CM",RW,AM,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,28,Danilo,Nottingham Forest,False,DM,0,2024-03-16,Luton,Nottingham Forest,Luton,Luton,DM,False,"RW,CM,AM,FW,LM,CM,LM,DM,DM",CM,DM,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,32,Andrew Omobamidele,Nottingham Forest,False,CB,0,2024-03-16,Luton,Nottingham Forest,Luton,Luton,CB,False,"CB,AM",CB,CB,,,
ENG-Premier League,2324,Luton Town-Nott'ham Forest,37,Rodrigo Ribeiro,Nottingham Forest,False,DM,0,2024-03-16,Luton,Nottingham Forest,Luton,Luton,DM,False,"LW,DM",LW,DM,,,
ENG-Premier League,2324,West Ham-Aston Villa,23,Alphonse Areola,West Ham,True,GK,90,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,West Ham-Aston Villa,4,Kurt Zouma,West Ham,True,CB,90,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,West Ham-Aston Villa,5,Vladimir Coufal,West Ham,True,RB,90,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,RB,False,"RB,WB",RB,RB,,,
ENG-Premier League,2324,West Ham-Aston Villa,9,Michail Antonio,West Ham,True,FW,65,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,FW,False,"FW,LF,AM,LW",FW,FW,,,
ENG-Premier League,2324,West Ham-Aston Villa,10,Lucas Paqueta,West Ham,True,AM,83,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,LW,True,"DM,AM,CM,CM,LM,RM,AM,LW,DM,AML,LF,LW,CF",DM,AM,,,
ENG-Premier League,2324,West Ham-Aston Villa,14,Kudus Mohammed,West Ham,True,"LW,RW",90,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,RW,True,"AM,RW,AM,FW,FW,RF,RM,RW,AMR,CM,LW,RW,LW,RW,RM,LM,RW,LW,LW",RW,LW,RW,,
ENG-Premier League,2324,West Ham-Aston Villa,15,Konstantinos Mavropanos,West Ham,True,CB,90,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,CB,False,"CB,CB,AM",CB,CB,,,
ENG-Premier League,2324,West Ham-Aston Villa,19,Edson Alvarez,West Ham,True,DM,90,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,DM,False,"DM,LM,LM,DM,DM,CB,CM",DM,DM,,,
ENG-Premier League,2324,West Ham-Aston Villa,20,Jarrod Bowen,West Ham,True,RF,90,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,RF,False,"RW,RF,FW,CF,LF",RW,RF,,,
ENG-Premier League,2324,West Ham-Aston Villa,28,Tomas Soucek,West Ham,True,DM,90,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,DM,False,"DM,CM,DM,AM,AM,RM,CM,LB",DM,DM,,,
ENG-Premier League,2324,West Ham-Aston Villa,33,Emerson Palmieri,West Ham,True,LB,83,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,LB,False,"LB,WB",LB,LB,,,
ENG-Premier League,2324,West Ham-Aston Villa,1,Lukasz Fabianski,West Ham,False,GK,0,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,West Ham-Aston Villa,2,Ben Johnson,West Ham,False,"LW,RW",25,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,RB,True,"RB,AMR,CM,RW,RB,LW,RM,RB,CB,RM,RW,WB,LW,RW,DM,RB",RB,LW,RW,,
ENG-Premier League,2324,West Ham-Aston Villa,3,Aaron Cresswell,West Ham,False,LB,7,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,LB,False,"LB,LW,RW",LB,LB,,,
ENG-Premier League,2324,West Ham-Aston Villa,7,James Ward-Prowse,West Ham,False,AM,7,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,CM,True,"DM,CM,AM,DM,CM,AM,AM,LM,CM,AM,CM,CB,DM,AM",AM,AM,,,
ENG-Premier League,2324,West Ham-Aston Villa,11,Kalvin Phillips,West Ham,False,DM,0,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,DM,False,"DM,CM,RM,FW,DM",DM,DM,,,
ENG-Premier League,2324,West Ham-Aston Villa,18,Danny Ings,West Ham,False,FW,0,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,FW,False,"FW,AM,LF,LB,RF,CB,FW,RB",FW,FW,,,
ENG-Premier League,2324,West Ham-Aston Villa,21,Angelo Ogbonna,West Ham,False,CB,0,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,CB,False,"CB,RW",CB,CB,,,
ENG-Premier League,2324,West Ham-Aston Villa,27,Nayef Aguerd,West Ham,False,CB,0,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,West Ham-Aston Villa,40,George Earthy,West Ham,False,LW,0,2024-03-17,West Ham,Aston Villa,Aston Villa,Aston Villa,LW,False,LW,LW,LW,,,
ENG-Premier League,2324,West Ham-Aston Villa,1,Emiliano Martinez,Aston Villa,True,GK,90,2024-03-17,West Ham,Aston Villa,West Ham,West Ham,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,West Ham-Aston Villa,4,Ezri Konsa,Aston Villa,True,CB,90,2024-03-17,West Ham,Aston Villa,West Ham,West Ham,CB,False,"CB,RB",CB,CB,,,
ENG-Premier League,2324,West Ham-Aston Villa,6,Douglas Luiz,Aston Villa,True,CM,90,2024-03-17,West Ham,Aston Villa,West Ham,West Ham,CM,False,"DM,CM",DM,CM,,,
ENG-Premier League,2324,West Ham-Aston Villa,8,Youri Tielemans,Aston Villa,True,CM,90,2024-03-17,West Ham,Aston Villa,West Ham,West Ham,CM,False,"CM,FW,DM,CF,LM,AM",CM,CM,,,
ENG-Premier League,2324,West Ham-Aston Villa,11,Ollie Watkins,Aston Villa,True,FW,90,2024-03-17,West Ham,Aston Villa,West Ham,West Ham,FW,False,FW,FW,FW,,,
ENG-Premier League,2324,West Ham-Aston Villa,14,Pau Torres,Aston Villa,True,CB,90,2024-03-17,West Ham,Aston Villa,West Ham,West Ham,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,West Ham-Aston Villa,15,Alex Moreno,Aston Villa,True,LB,62,2024-03-17,West Ham,Aston Villa,West Ham,West Ham,LB,False,"LB,WB,LW",LB,LB,,,
ENG-Premier League,2324,West Ham-Aston Villa,17,Clement Lenglet,Aston Villa,True,CB,45,2024-03-17,West Ham,Aston Villa,West Ham,West Ham,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,West Ham-Aston Villa,24,Jhon Duran,Aston Villa,True,FW,45,2024-03-17,West Ham,Aston Villa,West Ham,West Ham,FW,False,"FW,AM,LM,CM",FW,FW,,,
ENG-Premier League,2324,West Ham-Aston Villa,27,Morgan Rogers,Aston Villa,True,LM,62,2024-03-17,West Ham,Aston Villa,West Ham,West Ham,AM,True,"AM,FW,LW,LM",AM,LM,,,
ENG-Premier League,2324,West Ham-Aston Villa,31,Leon Bailey,Aston Villa,True,RM,90,2024-03-17,West Ham,Aston Villa,West Ham,West Ham,RM,False,"RW,RM,RM,LW,RM,LM,RM,CM,WB,FW,AMR,FW,RW,RM",RM,RM,,,
ENG-Premier League,2324,West Ham-Aston Villa,25,Robin Olsen,Aston Villa,False,GK,0,2024-03-17,West Ham,Aston Villa,West Ham,West Ham,GK,False,GK,GK,GK,,,
