PlayerID,Team,Opponent,GameID,TeamPlayerFormation,player,player_id,date,home_team,away_team,game_id
406564,Chelsea,Man City,1810666,1,Djordje Petrovic,406564.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
403850,Chelsea,Man City,1810666, 2,Malo Gusto,403850.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
363496,Chelsea,Man City,1810666, 3,Marc Cucurella,363496.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
369430,Chelsea,Man City,1810666, 4,Enzo Fernandez,369430.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
353292,Chelsea,Man City,1810666, 5,Trevoh Chalobah,353292.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
28550,Chelsea,Man City,1810666, 6,Thiago Silva,28550.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
389935,Chelsea,Man City,1810666, 7,Noni Madueke,389935.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
410175,Chelsea,Man City,1810666, 8,Moises Caicedo,410175.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
426050,Chelsea,Man City,1810666, 9,Nicolas Jackson,426050.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
395692,Chelsea,Man City,1810666, 10,Cole Palmer,395692.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
375621,Chelsea,Man City,1810666, 11,Conor Gallagher,375621.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
300426,Chelsea,Man City,1810666, 0,Axel Disasi,300426.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
365406,Chelsea,Man City,1810666, 0,Benoit Badiashile,365406.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
97692,Chelsea,Man City,1810666, 0,Raheem Sterling,97692.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
409376,Chelsea,Man City,1810666, 0,Mykhailo Mudryk,409376.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
135768,Chelsea,Man City,1810666, 0,,,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
410639,Chelsea,Man City,1810666, 0,Carney Chukwuemeka,410639.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
299272,Chelsea,Man City,1810666, 0,Ben Chilwell,299272.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
478451,Chelsea,Man City,1810666, 0,Deivid Washington,478451.0,2024-04-20 17:15:00,Manchester City,Chelsea,1810666
