PlayerID,Team,Opponent,GameID,TeamPlayerFormation,player,date,home_team,away_team,reason,status,player_y
394924,Arsenal,Wolves,1729311, 0,Fabio Vieira,2024-04-20 19:30:00,Wolves,Arsenal,,,
342564,Arsenal,Wolves,1729311, 0,Reiss Nelson,2024-04-20 19:30:00,Wolves,Arsenal,,,
273257,Arsenal,Wolves,1729311, 0,Oleksandr Zinchenko,2024-04-20 19:30:00,Wolves,Arsenal,,,
76202,Bournemouth,Aston Villa,1729419,1,Neto,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
69877,Bournemouth,Aston Villa,1729419, 2,Adam Smith,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
332419,Bournemouth,Aston Villa,1729419, 3,Lloyd Kelly,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
128882,Bournemouth,Aston Villa,1729419, 4,Ryan Christie,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
399826,Bournemouth,Aston Villa,1729419, 5,Illia Zabarnyi,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
328330,Bournemouth,Aston Villa,1729419, 6,Marcos Senesi,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
422183,Bournemouth,Aston Villa,1729419, 7,Dango Ouattara,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
136456,Bournemouth,Aston Villa,1729419, 8,Lewis Cook,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
136459,Bournemouth,Aston Villa,1729419, 9,Dominic Solanke,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
331579,Bournemouth,Aston Villa,1729419, 10,Justin Kluivert,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
424273,Bournemouth,Aston Villa,1729419, 11,Milos Kerkez,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
515753,Bournemouth,Aston Villa,1729419, 0,,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
410998,Bournemouth,Aston Villa,1729419, 0,Alex Scott,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
362837,Bournemouth,Aston Villa,1729419, 0,James Hill,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
357073,Bournemouth,Aston Villa,1729419, 0,Antoine Semenyo,2024-04-21 15:00:00,Aston Villa,Bournemouth,injured doubtful,Doubtful,Antoine Semenyo
134695,Bournemouth,Aston Villa,1729419, 0,Enes Unal,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
145277,Bournemouth,Aston Villa,1729419, 0,Philip Billing,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
362103,Bournemouth,Aston Villa,1729419, 0,Max Aarons,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
362806,Bournemouth,Aston Villa,1729419, 0,Mark Travers,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
471270,Bournemouth,Aston Villa,1729419, 0,,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
102248,Aston Villa,Bournemouth,1729419,1,Emiliano Martinez,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
322043,Aston Villa,Bournemouth,1729419, 2,Matty Cash,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
89925,Aston Villa,Bournemouth,1729419, 3,Lucas Digne,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
136345,Aston Villa,Bournemouth,1729419, 4,Youri Tielemans,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
301440,Aston Villa,Bournemouth,1729419, 5,Ezri Konsa,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
344259,Aston Villa,Bournemouth,1729419, 6,Pau Torres,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
327682,Aston Villa,Bournemouth,1729419, 7,Leon Bailey,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
318449,Aston Villa,Bournemouth,1729419, 8,John McGinn,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
148503,Aston Villa,Bournemouth,1729419, 9,Ollie Watkins,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
353397,Aston Villa,Bournemouth,1729419, 10,Moussa Diaby,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
362824,Aston Villa,Bournemouth,1729419, 11,Morgan Rogers,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
134984,Aston Villa,Bournemouth,1729419, 0,Diego Carlos,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
124316,Aston Villa,Bournemouth,1729419, 0,Calum Chambers,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
236511,Aston Villa,Bournemouth,1729419, 0,Clement Lenglet,2024-04-21 15:00:00,Aston Villa,Bournemouth,injured doubtful,Doubtful,Clement Lenglet
433517,Aston Villa,Bournemouth,1729419, 0,Jhon Duran,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
41554,Aston Villa,Bournemouth,1729419, 0,Robin Olsen,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
411201,Aston Villa,Bournemouth,1729419, 0,,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
416208,Aston Villa,Bournemouth,1729419, 0,Tim Iroegbunam,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
515428,Aston Villa,Bournemouth,1729419, 0,,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
428531,Aston Villa,Bournemouth,1729419, 0,,2024-04-21 15:00:00,Aston Villa,Bournemouth,,,
304008,Crystal Palace,West Ham,1729424,1,Dean Henderson,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
400496,Crystal Palace,West Ham,1729424, 2,Daniel Munoz,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
389579,Crystal Palace,West Ham,1729424, 3,Tyrick Mitchell,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
395401,Crystal Palace,West Ham,1729424, 4,Chris Richards,2024-04-21 15:00:00,Crystal Palace,West Ham,injured,Out,Chris Richards
231135,Crystal Palace,West Ham,1729424, 5,Joachim Andersen,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
69375,Crystal Palace,West Ham,1729424, 6,Nathaniel Clyne,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
430774,Crystal Palace,West Ham,1729424, 7,Adam Wharton,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
108638,Crystal Palace,West Ham,1729424, 8,Will Hughes,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
328096,Crystal Palace,West Ham,1729424, 9,Jean-Philippe Mateta,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
371281,Crystal Palace,West Ham,1729424, 10,Michael Olise,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
332403,Crystal Palace,West Ham,1729424, 11,Eberechi Eze,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
43105,Crystal Palace,West Ham,1729424, 0,Joel Ward,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
288795,Crystal Palace,West Ham,1729424, 0,Rob Holding,2024-04-21 15:00:00,Crystal Palace,West Ham,injured,Out,Rob Holding
33930,Crystal Palace,West Ham,1729424, 0,James Tomkins,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
67491,Crystal Palace,West Ham,1729424, 0,Jordan Ayew,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
91822,Crystal Palace,West Ham,1729424, 0,Jeffrey Schlupp,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
317504,Crystal Palace,West Ham,1729424, 0,Odsonne Edouard,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
409440,Crystal Palace,West Ham,1729424, 0,Naouirou Ahamada,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
229492,Crystal Palace,West Ham,1729424, 0,Remi Matthews,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
141246,Crystal Palace,West Ham,1729424, 0,Jairo Riedewald,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
20973,West Ham,Crystal Palace,1729424,1,Lukasz Fabianski,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
111372,West Ham,Crystal Palace,1729424, 2,Vladimir Coufal,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
101955,West Ham,Crystal Palace,1729424, 3,Emerson,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
322696,West Ham,Crystal Palace,1729424, 4,Edson Alvarez,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
106086,West Ham,Crystal Palace,1729424, 5,Kurt Zouma,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
23547,West Ham,Crystal Palace,1729424, 6,Angelo Ogbonna,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
400166,West Ham,Crystal Palace,1729424, 7,Mohammed Kudus,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
143595,West Ham,Crystal Palace,1729424, 8,Tomas Soucek,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
69517,West Ham,Crystal Palace,1729424, 9,Michail Antonio,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
105172,West Ham,Crystal Palace,1729424, 10,James Ward-Prowse,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
319756,West Ham,Crystal Palace,1729424, 11,Lucas Paqueta,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
349484,West Ham,Crystal Palace,1729424, 0,Ben Johnson,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
68049,West Ham,Crystal Palace,1729424, 0,Aaron Cresswell,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
270446,West Ham,Crystal Palace,1729424, 0,Kalvin Phillips,2024-04-21 15:00:00,Crystal Palace,West Ham,injured doubtful,Doubtful,Kalvin Phillips
125004,West Ham,Crystal Palace,1729424, 0,Maxwel Cornet,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
91762,West Ham,Crystal Palace,1729424, 0,Danny Ings,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
92516,West Ham,Crystal Palace,1729424, 0,Alphonse Areola,2024-04-21 15:00:00,Crystal Palace,West Ham,injured,Out,Alphonse Areola
463053,West Ham,Crystal Palace,1729424, 0,,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
454820,West Ham,Crystal Palace,1729424, 0,Divin Mubama,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
463054,West Ham,Crystal Palace,1729424, 0,,2024-04-21 15:00:00,Crystal Palace,West Ham,,,
78386,Nottingham Forest,Everton,1729427,1,Matz Sels,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
386969,Nottingham Forest,Everton,1729427, 2,Neco Williams,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
315543,Nottingham Forest,Everton,1729427, 3,Ola Aina,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
399250,Nottingham Forest,Everton,1729427, 4,Danilo,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
296319,Nottingham Forest,Everton,1729427, 5,Moussa Niakhate,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
445424,Nottingham Forest,Everton,1729427, 6,Murillo,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
389087,Nottingham Forest,Everton,1729427, 7,Giovanni Reyna,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
334653,Nottingham Forest,Everton,1729427, 8,Nicolas Dominguez,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
73380,Nottingham Forest,Everton,1729427, 9,Chris Wood,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
332867,Nottingham Forest,Everton,1729427, 10,Morgan Gibbs-White,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
350088,Nottingham Forest,Everton,1729427, 11,Callum Hudson-Odoi,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
319712,Nottingham Forest,Everton,1729427, 0,Matt Turner,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
328075,Nottingham Forest,Everton,1729427, 0,Ibrahim Sangare,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
298659,Nottingham Forest,Everton,1729427, 0,Harry Toffolo,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
413211,Nottingham Forest,Everton,1729427, 0,Anthony Elanga,2024-04-21 13:30:00,Everton,Nottingham Forest,injured doubtful,Doubtful,Anthony Elanga
342830,Nottingham Forest,Everton,1729427, 0,Ryan Yates,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
124688,Nottingham Forest,Everton,1729427, 0,Divock Origi,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
316883,Nottingham Forest,Everton,1729427, 0,Gonzalo Montiel,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
399490,Nottingham Forest,Everton,1729427, 0,Andrew Omobamidele,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
434076,Nottingham Forest,Everton,1729427, 0,Rodrigo Ribeiro,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
110189,Everton,Nottingham Forest,1729427,1,Jordan Pickford,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
8166,Everton,Nottingham Forest,1729427, 2,Ashley Young,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
345516,Everton,Nottingham Forest,1729427, 3,Vitalii Mykolenko,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
80464,Everton,Nottingham Forest,1729427, 4,Idrissa Gueye,2024-04-21 13:30:00,Everton,Nottingham Forest,injured doubtful,Doubtful,Idrissa Gueye
131464,Everton,Nottingham Forest,1729427, 5,James Tarkowski,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
381045,Everton,Nottingham Forest,1729427, 6,Jarrad Branthwaite,2024-04-21 13:30:00,Everton,Nottingham Forest,injured doubtful,Doubtful,Jarrad Branthwaite
317896,Everton,Nottingham Forest,1729427, 7,Jack Harrison,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
116317,Everton,Nottingham Forest,1729427, 8,Abdoulaye Doucoure,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
141469,Everton,Nottingham Forest,1729427, 9,Dominic Calvert-Lewin,2024-04-21 13:30:00,Everton,Nottingham Forest,injured doubtful,Doubtful,Dominic Calvert-Lewin
118123,Everton,Nottingham Forest,1729427, 10,Andre Gomes,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
357427,Everton,Nottingham Forest,1729427, 11,Dwight McNeil,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
107941,Everton,Nottingham Forest,1729427, 0,Michael Keane,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
400815,Everton,Nottingham Forest,1729427, 0,Amadou Onana,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
323625,Everton,Nottingham Forest,1729427, 0,Arnaut Danjuma,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
362852,Everton,Nottingham Forest,1729427, 0,Joao Virginia,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
380546,Everton,Nottingham Forest,1729427, 0,Beto,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
287504,Everton,Nottingham Forest,1729427, 0,Ben Godfrey,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
447229,Everton,Nottingham Forest,1729427, 0,Youssef Chermiti,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
367781,Everton,Nottingham Forest,1729427, 0,James Garner,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
432082,Everton,Nottingham Forest,1729427, 0,,2024-04-21 13:30:00,Everton,Nottingham Forest,,,
92173,Fulham,Liverpool,1729430,1,Bernd Leno,2024-04-21 16:30:00,Fulham,Liverpool,,,
141169,Fulham,Liverpool,1729430, 2,Timothy Castagne,2024-04-21 16:30:00,Fulham,Liverpool,,,
306581,Fulham,Liverpool,1729430, 3,Antonee Robinson,2024-04-21 16:30:00,Fulham,Liverpool,,,
297395,Fulham,Liverpool,1729430, 4,Sasa Lukic,2024-04-21 16:30:00,Fulham,Liverpool,,,
136464,Fulham,Liverpool,1729430, 5,Tosin Adarabioyo,2024-04-21 16:30:00,Fulham,Liverpool,,,
396976,Fulham,Liverpool,1729430, 6,Calvin Bassey,2024-04-21 16:30:00,Fulham,Liverpool,,,
136824,Fulham,Liverpool,1729430, 7,Alex Iwobi,2024-04-21 16:30:00,Fulham,Liverpool,,,
322774,Fulham,Liverpool,1729430, 8,Joao Palhinha,2024-04-21 16:30:00,Fulham,Liverpool,,,
403649,Fulham,Liverpool,1729430, 9,Rodrigo Muniz,2024-04-21 16:30:00,Fulham,Liverpool,,,
243254,Fulham,Liverpool,1729430, 10,Andreas Pereira,2024-04-21 16:30:00,Fulham,Liverpool,,,
134332,Fulham,Liverpool,1729430, 11,Bobby De Cordova-Reid,2024-04-21 16:30:00,Fulham,Liverpool,,,
256125,Fulham,Liverpool,1729430, 0,Marek Rodak,2024-04-21 16:30:00,Fulham,Liverpool,,,
145996,Fulham,Liverpool,1729430, 0,Kenny Tete,2024-04-21 16:30:00,Fulham,Liverpool,,,
135724,Fulham,Liverpool,1729430, 0,Harrison Reed,2024-04-21 16:30:00,Fulham,Liverpool,,,
108186,Fulham,Liverpool,1729430, 0,Raul Jimenez,2024-04-21 16:30:00,Fulham,Liverpool,,,
333044,Fulham,Liverpool,1729430, 0,Harry Wilson,2024-04-21 16:30:00,Fulham,Liverpool,,,
393407,Fulham,Liverpool,1729430, 0,Armando Broja,2024-04-21 16:30:00,Fulham,Liverpool,,,
79583,Fulham,Liverpool,1729430, 0,Tom Cairney,2024-04-21 16:30:00,Fulham,Liverpool,,,
140088,Fulham,Liverpool,1729430, 0,Adama Traore,2024-04-21 16:30:00,Fulham,Liverpool,,,
85006,Fulham,Liverpool,1729430, 0,Tim Ream,2024-04-21 16:30:00,Fulham,Liverpool,,,
114147,Liverpool,Fulham,1729430,1,Alisson Becker,2024-04-21 16:30:00,Fulham,Liverpool,,,
318871,Liverpool,Fulham,1729430, 2,Trent Alexander-Arnold,2024-04-21 16:30:00,Fulham,Liverpool,,,
115726,Liverpool,Fulham,1729430, 3,Andy Robertson,2024-04-21 16:30:00,Fulham,Liverpool,,,
86829,Liverpool,Fulham,1729430, 4,Wataru Endo,2024-04-21 16:30:00,Fulham,Liverpool,,,
430019,Liverpool,Fulham,1729430, 5,Jarell Quansah,2024-04-21 16:30:00,Fulham,Liverpool,,,
95408,Liverpool,Fulham,1729430, 6,Virgil van Dijk,2024-04-21 16:30:00,Fulham,Liverpool,,,
363982,Liverpool,Fulham,1729430, 7,Harvey Elliott,2024-04-21 16:30:00,Fulham,Liverpool,,,
363884,Liverpool,Fulham,1729430, 8,Ryan Gravenberch,2024-04-21 16:30:00,Fulham,Liverpool,,,
235755,Liverpool,Fulham,1729430, 9,Diogo Jota,2024-04-21 16:30:00,Fulham,Liverpool,,,
377168,Liverpool,Fulham,1729430, 10,Luis Diaz,2024-04-21 16:30:00,Fulham,Liverpool,,,
352825,Liverpool,Fulham,1729430, 11,Cody Gakpo,2024-04-21 16:30:00,Fulham,Liverpool,,,
136451,Liverpool,Fulham,1729430, 0,Joe Gomez,2024-04-21 16:30:00,Fulham,Liverpool,,,
345957,Liverpool,Fulham,1729430, 0,Ibrahima Konate,2024-04-21 16:30:00,Fulham,Liverpool,,,
369875,Liverpool,Fulham,1729430, 0,Dominik Szoboszlai,2024-04-21 16:30:00,Fulham,Liverpool,,,
400828,Liverpool,Fulham,1729430, 0,Darwin Nunez,2024-04-21 16:30:00,Fulham,Liverpool,,,
345319,Liverpool,Fulham,1729430, 0,Alexis Mac Allister,2024-04-21 16:30:00,Fulham,Liverpool,,,
108226,Liverpool,Fulham,1729430, 0,Mohamed Salah,2024-04-21 16:30:00,Fulham,Liverpool,,,
355354,Liverpool,Fulham,1729430, 0,Curtis Jones,2024-04-21 16:30:00,Fulham,Liverpool,,,
301455,Liverpool,Fulham,1729430, 0,Kostas Tsimikas,2024-04-21 16:30:00,Fulham,Liverpool,,,
322176,Liverpool,Fulham,1729430, 0,Caoimhin Kelleher,2024-04-21 16:30:00,Fulham,Liverpool,,,
276366,Arsenal,Chelsea,1729409,1,David Raya,2024-04-23 20:00:00,Arsenal,Chelsea,,,
322036,Arsenal,Chelsea,1729409, 2,Ben White,2024-04-23 20:00:00,Arsenal,Chelsea,,,
377283,Arsenal,Chelsea,1729409, 3,Takehiro Tomiyasu,2024-04-23 20:00:00,Arsenal,Chelsea,,,
238940,Arsenal,Chelsea,1729409, 4,Thomas Partey,2024-04-23 20:00:00,Arsenal,Chelsea,,,
361822,Arsenal,Chelsea,1729409, 5,William Saliba,2024-04-23 20:00:00,Arsenal,Chelsea,,,
334087,Arsenal,Chelsea,1729409, 6,Gabriel Magalhaes,2024-04-23 20:00:00,Arsenal,Chelsea,,,
247454,Arsenal,Chelsea,1729409, 7,Martin Odegaard,2024-04-23 20:00:00,Arsenal,Chelsea,,,
332325,Arsenal,Chelsea,1729409, 8,Declan Rice,2024-04-23 20:00:00,Arsenal,Chelsea,,,
326413,Arsenal,Chelsea,1729409, 9,Kai Havertz,2024-04-23 20:00:00,Arsenal,Chelsea,,,
367185,Arsenal,Chelsea,1729409, 10,Bukayo Saka,2024-04-23 20:00:00,Arsenal,Chelsea,,,
113994,Arsenal,Chelsea,1729409, 11,Leandro Trossard,2024-04-23 20:00:00,Arsenal,Chelsea,,,
316858,Arsenal,Chelsea,1729409, 0,Aaron Ramsdale,2024-04-23 20:00:00,Arsenal,Chelsea,,,
279379,Arsenal,Chelsea,1729409, 0,Gabriel Jesus,2024-04-23 20:00:00,Arsenal,Chelsea,,,
363686,Arsenal,Chelsea,1729409, 0,Emile Smith Rowe,2024-04-23 20:00:00,Arsenal,Chelsea,,,
380706,Arsenal,Chelsea,1729409, 0,Gabriel Martinelli,2024-04-23 20:00:00,Arsenal,Chelsea,,,
345845,Arsenal,Chelsea,1729409, 0,Eddie Nketiah,2024-04-23 20:00:00,Arsenal,Chelsea,,,
424462,Arsenal,Chelsea,1729409, 0,Jakub Kiwior,2024-04-23 20:00:00,Arsenal,Chelsea,,,
106968,Arsenal,Chelsea,1729409, 0,Jorginho,2024-04-23 20:00:00,Arsenal,Chelsea,,,
394924,Arsenal,Chelsea,1729409, 0,Fabio Vieira,2024-04-23 20:00:00,Arsenal,Chelsea,,,
273257,Arsenal,Chelsea,1729409, 0,Oleksandr Zinchenko,2024-04-23 20:00:00,Arsenal,Chelsea,,,
406564,Chelsea,Arsenal,1729409,1,Djordje Petrovic,2024-04-23 20:00:00,Arsenal,Chelsea,,,
467969,Chelsea,Arsenal,1729409, 2,Alfie Gilchrist,2024-04-23 20:00:00,Arsenal,Chelsea,,,
363496,Chelsea,Arsenal,1729409, 3,Marc Cucurella,2024-04-23 20:00:00,Arsenal,Chelsea,,,
410175,Chelsea,Arsenal,1729409, 4,Moises Caicedo,2024-04-23 20:00:00,Arsenal,Chelsea,,,
300426,Chelsea,Arsenal,1729409, 5,Axel Disasi,2024-04-23 20:00:00,Arsenal,Chelsea,,,
365406,Chelsea,Arsenal,1729409, 6,Benoit Badiashile,2024-04-23 20:00:00,Arsenal,Chelsea,,,
389935,Chelsea,Arsenal,1729409, 7,Noni Madueke,2024-04-23 20:00:00,Arsenal,Chelsea,,,
369430,Chelsea,Arsenal,1729409, 8,Enzo Fernandez,2024-04-23 20:00:00,Arsenal,Chelsea,,,
426050,Chelsea,Arsenal,1729409, 9,Nicolas Jackson,2024-04-23 20:00:00,Arsenal,Chelsea,,,
375621,Chelsea,Arsenal,1729409, 10,Conor Gallagher,2024-04-23 20:00:00,Arsenal,Chelsea,,,
409376,Chelsea,Arsenal,1729409, 11,Mykhailo Mudryk,2024-04-23 20:00:00,Arsenal,Chelsea,,,
28550,Chelsea,Arsenal,1729409, 0,Thiago Silva,2024-04-23 20:00:00,Arsenal,Chelsea,,,
97692,Chelsea,Arsenal,1729409, 0,Raheem Sterling,2024-04-23 20:00:00,Arsenal,Chelsea,,,
135768,Chelsea,Arsenal,1729409, 0,Marcus Bettinelli,2024-04-23 20:00:00,Arsenal,Chelsea,,,
353292,Chelsea,Arsenal,1729409, 0,Trevoh Chalobah,2024-04-23 20:00:00,Arsenal,Chelsea,,,
410639,Chelsea,Arsenal,1729409, 0,Carney Chukwuemeka,2024-04-23 20:00:00,Arsenal,Chelsea,,,
433219,Chelsea,Arsenal,1729409, 0,Cesare Casadei,2024-04-23 20:00:00,Arsenal,Chelsea,,,
478451,Chelsea,Arsenal,1729409, 0,Deivid Washington,2024-04-23 20:00:00,Arsenal,Chelsea,,,
517600,Chelsea,Arsenal,1729409, 0,,2024-04-23 20:00:00,Arsenal,Chelsea,,,
523598,Chelsea,Arsenal,1729409, 0,,2024-04-23 20:00:00,Arsenal,Chelsea,,,
345031,Real Madrid,Man City,1809759,1,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
106883,Real Madrid,Man City,1809759, 2,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
296337,Real Madrid,Man City,1809759, 3,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
31772,Real Madrid,Man City,1809759, 4,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
104010,Real Madrid,Man City,1809759, 5,Antonio Rudiger,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
106875,Real Madrid,Man City,1809759, 6,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
344644,Real Madrid,Man City,1809759, 7,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
369109,Real Madrid,Man City,1809759, 8,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
337782,Real Madrid,Man City,1809759, 9,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
379868,Real Madrid,Man City,1809759, 10,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
347862,Real Madrid,Man City,1809759, 11,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
337879,Real Madrid,Man City,1809759, 0,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
20874,Real Madrid,Man City,1809759, 0,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
74603,Real Madrid,Man City,1809759, 0,Joselu,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
144511,Real Madrid,Man City,1809759, 0,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
144890,Real Madrid,Man City,1809759, 0,Dani Ceballos,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
422957,Real Madrid,Man City,1809759, 0,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
317541,Real Madrid,Man City,1809759, 0,Brahim Diaz,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
415181,Real Madrid,Man City,1809759, 0,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
113880,Real Madrid,Man City,1809759, 0,Kepa,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
482830,Real Madrid,Man City,1809759, 0,,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
121774,Man City,Real Madrid,1809759,1,Ederson,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
69778,Man City,Real Madrid,1809759, 2,Kyle Walker,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
402664,Man City,Real Madrid,1809759, 3,Josko Gvardiol,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
303139,Man City,Real Madrid,1809759, 4,Rodri,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
297390,Man City,Real Madrid,1809759, 5,Manuel Akanji,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
313171,Man City,Real Madrid,1809759, 6,Ruben Dias,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
331254,Man City,Real Madrid,1809759, 7,Phil Foden,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
73084,Man City,Real Madrid,1809759, 8,Kevin De Bruyne,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
315227,Man City,Real Madrid,1809759, 9,Erling Haaland,2024-04-17 20:00:00,Manchester City,Real Madrid,,,
