PlayerID,Team,Opponent,GameID,TeamPlayerFormation,player,date_x,home_team_x,away_team_x,reason,status,player_y,date_y,home_team_y,away_team_y
406564.0,Chelsea,Manchester City,1810666.0,1,Djordje Petrovic,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
403850.0,Chelsea,Manchester City,1810666.0, 2,Malo Gusto,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
363496.0,Chelsea,Manchester City,1810666.0, 3,Marc Cucurella,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
369430.0,Chelsea,Manchester City,1810666.0, 4,Enzo Fernandez,2024-04-20 17:15:00,Manchester City,Chelsea,injured doubtful,Doubtful,Enzo Fernandez,2024-04-20 17:15:00,Manchester City,Chelsea
353292.0,Chelsea,Manchester City,1810666.0, 5,Trevoh Chalobah,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
28550.0,Chelsea,Manchester City,1810666.0, 6,Thiago Silva,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
389935.0,Chelsea,Manchester City,1810666.0, 7,Noni Madueke,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
410175.0,Chelsea,Manchester City,1810666.0, 8,Moises Caicedo,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
426050.0,Chelsea,Manchester City,1810666.0, 9,Nicolas Jackson,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
395692.0,Chelsea,Manchester City,1810666.0, 10,Cole Palmer,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
375621.0,Chelsea,Manchester City,1810666.0, 11,Conor Gallagher,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
300426.0,Chelsea,Manchester City,1810666.0, 0,Axel Disasi,2024-04-20 17:15:00,Manchester City,Chelsea,injured doubtful,Doubtful,Axel Disasi,2024-04-20 17:15:00,Manchester City,Chelsea
365406.0,Chelsea,Manchester City,1810666.0, 0,Benoit Badiashile,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
97692.0,Chelsea,Manchester City,1810666.0, 0,Raheem Sterling,2024-04-20 17:15:00,Manchester City,Chelsea,unfit,Doubtful,Raheem Sterling,2024-04-20 17:15:00,Manchester City,Chelsea
409376.0,Chelsea,Manchester City,1810666.0, 0,Mykhailo Mudryk,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
135768.0,Chelsea,Manchester City,1810666.0, 0,,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
410639.0,Chelsea,Manchester City,1810666.0, 0,Carney Chukwuemeka,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
299272.0,Chelsea,Manchester City,1810666.0, 0,Ben Chilwell,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
478451.0,Chelsea,Manchester City,1810666.0, 0,Deivid Washington,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
467969.0,Chelsea,Manchester City,1810666.0, 0,Alfie Gilchrist,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
133569.0,Manchester City,Chelsea,1810666.0,1,Stefan Ortega,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
303139.0,Manchester City,Chelsea,1810666.0, 2,Rodri,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
297390.0,Manchester City,Chelsea,1810666.0, 3,Manuel Akanji,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
122945.0,Manchester City,Chelsea,1810666.0, 4,Nathan Ake,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
101374.0,Manchester City,Chelsea,1810666.0, 5,John Stones,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
69778.0,Manchester City,Chelsea,1810666.0, 6,Kyle Walker,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
331254.0,Manchester City,Chelsea,1810666.0, 7,Phil Foden,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
73084.0,Manchester City,Chelsea,1810666.0, 8,Kevin De Bruyne,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
365409.0,Manchester City,Chelsea,1810666.0, 9,Julian Alvarez,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
136741.0,Manchester City,Chelsea,1810666.0, 10,Bernardo Silva,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
113069.0,Manchester City,Chelsea,1810666.0, 11,Jack Grealish,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
313171.0,Manchester City,Chelsea,1810666.0, 0,Ruben Dias,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
93894.0,Manchester City,Chelsea,1810666.0, 0,Mateo Kovacic,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
388098.0,Manchester City,Chelsea,1810666.0, 0,Jeremy Doku,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
355110.0,Manchester City,Chelsea,1810666.0, 0,Sergio Gomez,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
402664.0,Manchester City,Chelsea,1810666.0, 0,Josko Gvardiol,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
394933.0,Manchester City,Chelsea,1810666.0, 0,Matheus Nunes,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
121774.0,Manchester City,Chelsea,1810666.0, 0,Ederson,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
430709.0,Manchester City,Chelsea,1810666.0, 0,Oscar Bobb,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
444791.0,Manchester City,Chelsea,1810666.0, 0,Rico Lewis,2024-04-20 17:15:00,Manchester City,Chelsea,,,,,,
362426.0,Burnley,Brighton,1729397.0,1,Arijanet Muric,2024-04-13 15:00:00,Burnley,Brighton,,,,,,
402874.0,Burnley,Brighton,1729397.0, 2,Lorenz Assignon,2024-04-13 15:00:00,Burnley,Brighton,,,,,,
349504.0,Burnley,Brighton,1729397.0, 3,Vitinho,2024-04-13 15:00:00,Burnley,Brighton,,,,,,
273292.0,Burnley,Brighton,1729397.0, 4,Josh Cullen,2024-04-13 15:00:00,Burnley,Brighton,,,,,,
