PlayerID,Team,Opponent,GameID,TeamPlayerFormation,player,player_id,team,date,home_team,away_team,game_id,opponent
406564,Chelsea,Man City,1810666,1,Djordje Petrovic,406564.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
403850,Chelsea,Man City,1810666, 2,Malo Gusto,403850.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
363496,Chelsea,Man City,1810666, 3,Marc Cucurella,363496.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
369430,Chelsea,Man City,1810666, 4,Enzo Fernandez,369430.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
353292,Chelsea,Man City,1810666, 5,Trevoh Chalobah,353292.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
28550,Chelsea,Man City,1810666, 6,Thiago Silva,28550.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
389935,Chelsea,Man City,1810666, 7,Noni Madueke,389935.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
410175,Chelsea,Man City,1810666, 8,Moises Caicedo,410175.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
426050,Chelsea,Man City,1810666, 9,Nicolas Jackson,426050.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
395692,Chelsea,Man City,1810666, 10,Cole Palmer,395692.0,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Chelsea
375621,Chelsea,Man City,1810666, 11,Conor Gallagher,375621.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
300426,Chelsea,Man City,1810666, 0,Axel Disasi,300426.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
365406,Chelsea,Man City,1810666, 0,Benoit Badiashile,365406.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
97692,Chelsea,Man City,1810666, 0,Raheem Sterling,97692.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
409376,Chelsea,Man City,1810666, 0,Mykhailo Mudryk,409376.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
135768,Chelsea,Man City,1810666, 0,,,,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
410639,Chelsea,Man City,1810666, 0,Carney Chukwuemeka,410639.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
299272,Chelsea,Man City,1810666, 0,Ben Chilwell,299272.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
478451,Chelsea,Man City,1810666, 0,Deivid Washington,478451.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
467969,Chelsea,Man City,1810666, 0,Alfie Gilchrist,467969.0,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Manchester City
133569,Man City,Chelsea,1810666,1,Stefan Ortega,133569.0,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Chelsea
303139,Man City,Chelsea,1810666, 2,Rodri,303139.0,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Chelsea
297390,Man City,Chelsea,1810666, 3,Manuel Akanji,297390.0,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Chelsea
122945,Man City,Chelsea,1810666, 4,Nathan Ake,122945.0,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Chelsea
101374,Man City,Chelsea,1810666, 5,John Stones,101374.0,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Chelsea
69778,Man City,Chelsea,1810666, 6,Kyle Walker,69778.0,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Chelsea
331254,Man City,Chelsea,1810666, 7,Phil Foden,331254.0,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Chelsea
73084,Man City,Chelsea,1810666, 8,Kevin De Bruyne,73084.0,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Chelsea
365409,Man City,Chelsea,1810666, 9,Julian Alvarez,365409.0,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,1810666,Chelsea
