game_id,player_id,reason,status,player
1810666,300426,injured doubtful,Doubtful,Axel Disasi
1810666,300945,injured,Out,Christopher Nkunku
1810666,369430,injured doubtful,Doubtful,Enzo Fernandez
1810666,404616,injured,Out,Lesley Ugochukwu
1810666,421351,injured,Out,Levi Colwill
1810666,97692,unfit,Doubtful,Raheem Sterling
1810666,361330,injured,Out,Reece James
1810666,362151,unfit,Doubtful,Robert Sanchez
1810666,425319,injured,Out,Romeo Lavia
1810666,373946,injured,Out,
1729397,109922,injured doubtful,Doubtful,Adam Webster
1729397,381255,injured,Out,Billy Gilmour
1729397,423720,injured doubtful,Doubtful,Evan Ferguson
1729397,469629,injured,Out,Jack Hinshelwood
1729397,4511,injured,Out,James Milner
1729397,425142,injured,Out,Kaoru Mitoma
1729397,122926,injured,Out,Solly March
1729397,423732,injured,Out,Aaron Ramsey
1729397,419917,injured doubtful,Doubtful,Ameen Al Dakhil
1729397,362826,suspended,Out,Dara O'Shea
1729397,365831,injured,Out,Han-Noah Massengo
1729397,353412,injured doubtful,Doubtful,Jordan Beyer
1729397,438959,injured,Out,Luca Koleosho
1729397,86425,injured,Out,Nathan Redmond
1729410,134115,injured,Out,Callum Wilson
1729410,105171,injured,Out,Jamaal Lascelles
1729410,342563,injured doubtful,Doubtful,Joe Willock
1729410,201755,injured,Out,Joelinton
1729410,83078,injured,Out,Kieran Trippier
1729410,474264,injured,Out,Lewis Miley
1729410,136776,injured,Out,Matt Targett
1729410,303924,injured,Out,Miguel Almiron
1729410,105720,injured,Out,Nick Pope
1729410,343501,other,Out,Sandro Tonali
1729410,379732,injured,Out,Sven Botman
1729410,415174,injured,Out,Tino Livramento
1729410,29796,injured,Out,
1729410,345022,injured,Out,Manor Solomon
1729410,317804,injured,Out,Richarlison
1729410,322611,injured,Out,
1729433,402367,injured,Out,Aaron Hickey
1729433,94935,injured,Out,Ben Mee
1729433,101856,injured doubtful,Doubtful,Christian Norgaard
1729433,318744,injured,Out,Josh Dasilva
1729433,321085,injured doubtful,Doubtful,Kristoffer Ajer
1729433,229562,injured,Out,Rico Henry
1729433,349102,injured doubtful,Doubtful,Albert Sambi Lokonga
1729433,141209,injured,Out,Amari'i Bell
1729433,352908,injured,Out,Chiedozie Ogbene
1729433,108630,injured,Out,
1729433,362145,injured,Out,Elijah Adebayo
1729433,366080,injured,Out,Gabriel Osho
1729433,329328,injured,Out,Jacob Brown
1729433,379632,injured,Out,Mads Andersen
1729433,243249,injured,Out,Marvelous Nakamba
1729433,388671,injured doubtful,Doubtful,Teden Mengi
1729433,134360,injured,Out,Tom Lockyer
1729439,423732,injured,Out,Aaron Ramsey
1729439,419917,injured,Out,Ameen Al Dakhil
1729439,365831,injured,Out,Han-Noah Massengo
1729439,353412,injured,Out,Jordan Beyer
1729439,438959,injured,Out,Luca Koleosho
1729439,86425,injured,Out,Nathan Redmond
1729439,35607,injured,Out,Chris Basham
1729439,415163,injured,Out,
1729439,134244,injured,Out,George Baldock
1729439,86594,injured doubtful,Doubtful,Jack Robinson
1729439,354291,injured doubtful,Doubtful,Jayden Bogle
1729439,108632,injured,Out,John Egan
